"","SN_C1","SN_C2","SN_C3","SN_C4","SN_C5","SN_PD1","SN_PD2","SN_PD3","SN_PD4","SN_PD5"
"ENSG00000011566",933.001,593,654,1072,469.001,911.999,420.001,713,877.999,1009.998
"ENSG00000011590",1,0,1,2,0,0,1,0,0,2
"ENSG00000011600",1398,431,467,1263.998,373,684.999,670.999,686,690.999,515.999
"ENSG00000011638",146.2,46.65,65.916,91.498,44.139,74.601,60.964,117.654,72.854,100.401
"ENSG00000011677",318,243,174,515.084,309.139,439,100.735,249,434.001,221
"ENSG00000012048",532.994,291.923,376.626,452.185,211.782,445.494,216.32,362.673,470.651,475.198
"ENSG00000012061",1730.503,921.281,1065.45,1614.688,853.194,1520.214,837.391,1313.773,1350.242,1226.651
"ENSG00000012124",2223.614,1889.048,2880.997,4072.254,1813.918,4020.448,2343.035,2458.205,3440.422,3780.758
"ENSG00000012171",7459.081,7434.53,8186.229,8807.15,5078.698,8436.66,2894.268,5155.318,9542.63,5735.472
"ENSG00000012174",769.211,437.958,434.073,734.378,384.798,712.319,142.289,594.248,722.345,553.35
"ENSG00000012211",134.13,66.719,86.019,129.447,41.144,83.712,96.999,79.001,86.872,96.692
"ENSG00000012223",512,27,252.001,886.001,38,271,523,280,846,138
"ENSG00000012232",2020.811,1324.853,1310.631,2177.9,1204.702,2148.837,1129.96,1754.071,2028.965,1593.206
"ENSG00000012504",2,1,5,3,1,2,1,3,3,6
"ENSG00000012660",5895.999,4365,4150.999,7689.999,2918,6050,2904,4415,6070,5948
"ENSG00000012779",1083.519,49.768,109,679.463,81.641,379.307,107.578,250.615,133.517,131.183
"ENSG00000012817",6.295,4.001,2167.183,3137.973,1531.008,3.378,8.313,2000.88,2608.108,2217.386
"ENSG00000012822",3349.291,2372.001,3112.304,4319.009,2331,4455.999,2822.687,3316.003,3851.954,3705
"ENSG00000012963",0,5.993,2.459,0,13.091,13.334,0,5.806,0,3.414
"ENSG00000012983",2269.82,1983.368,2159.727,3537.994,1490.413,3732.497,1285.767,2795.749,3481.86,3103.299
"ENSG00000013016",1766,1455,1052,2664,1229,2215,764,1207,1881,1228
"ENSG00000013288",1513.987,851.68,1129.372,1635.365,857.572,1601.078,786.13,1228.001,1182.506,1088.469
"ENSG00000013293",3614.438,1285.566,1436.555,2646.409,1560.511,3104.355,464.142,1629.863,2968.451,1572.854
"ENSG00000013297",14610.77,9703.448,9607.62,15332.304,5998.009,13564.992,5063.28,10431.134,15162.842,12160.78
"ENSG00000013306",1638.748,999.051,1073.429,1587.648,692.985,1382.226,1136.606,1028.304,1085.566,1085.098
"ENSG00000013364",3983.455,1545.012,1505.369,2866.239,1147.113,1862.266,1377.461,1459.481,2283.335,1571.581
"ENSG00000013374",1767.483,1053.774,1242.116,1956.206,1148.663,1727.344,773.44,1509.064,1787.078,1605.147
"ENSG00000013375",1453.998,781.964,814,1443.998,617.001,1319.999,445.001,952.997,1304,1034.836
"ENSG00000013392",368.797,211.349,287.082,552.114,269.463,469.816,162.14,334.416,394.255,319.505
"ENSG00000013441",5479.1,4785.868,4647.286,9669.174,2800,8799.827,5237.961,7714.167,8319.681,11594.021
"ENSG00000013503",373,198,226,412,237,359,116,322,386,278
"ENSG00000013523",1756.076,1267.395,1527.274,2424.915,1169.711,2193.255,681.829,1656.039,2187.195,1613.358
"ENSG00000013561",2150.3,1161.095,1231.458,2192.722,1109.938,1776.112,697.98,1598.833,1864.668,1549.529
"ENSG00000013563",816.116,305.49,415.505,810.682,338.585,444.314,350.39,461.169,463.703,406.097
"ENSG00000013573",516.323,125.984,338.176,975.012,321.595,613.679,539.396,828.279,294.334,496.735
"ENSG00000013583",951,645.1,706.999,1086,493,1129.119,682.23,767,948.001,930.047
"ENSG00000013588",356.666,108.979,34.807,133.525,33.617,32.665,80.827,87.334,266.87,168.429
"ENSG00000013619",376.001,206,235,398,206.999,384,135,348,269,304
"ENSG00000013725",95.181,46.607,47.079,119.513,53.439,96.567,41.316,85.674,119.118,87.118
"ENSG00000013810",435.155,79.264,107.001,233.001,104,163.925,174.561,149.858,123.061,154.994
"ENSG00000014123",1824,1252,1396,1879,902,2030,645,1469,1960,1806
"ENSG00000014138",369.542,225.118,207.185,388.077,166.174,307.754,120.927,253.923,258.05,248.169
"ENSG00000014164",425.834,260,279,450,236,359,255,304,365,303
"ENSG00000014216",2384.395,1109.01,1319.007,2227.502,1332.076,1764.048,944.059,1613.092,1547.092,1095.274
"ENSG00000014257",96,6,13,26,11.112,18,20.999,40.001,27,26
"ENSG00000014641",7880.895,4475.78,4029.823,10582.546,5338.045,7459.822,2091.24,5341.577,6022.837,3969.592
"ENSG00000014824",2605.895,1560.237,1752.983,3133.899,1523.85,2825.475,712.163,2237.886,2808.119,1993.334
"ENSG00000014914",378,190.001,244.001,480.999,207,350.001,224,226.001,355,345.999
"ENSG00000014919",1015.917,677.773,829.67,1080.027,593.574,1083.256,350.99,750.069,1091.88,644.508
"ENSG00000015133",222,148,270.888,302.92,159.029,244.848,131,267.281,261.326,248.227
"ENSG00000015153",795.011,567.089,585.554,891.804,399.804,663.577,506.989,692.864,769.787,939.777
"ENSG00000015171",4397,3357.999,3725.001,5298,2527.998,5469.999,2263.997,4254,5239.999,5171
"ENSG00000015285",472.053,138,175,408,128,235.41,245.001,271,219.01,209.001
"ENSG00000015413",9,4,8,9,0,2,2,11,4,7
"ENSG00000015475",620.062,310.279,339.497,624.243,283.579,518.273,410.449,360.629,479.208,376.764
"ENSG00000015479",7639.282,5516.794,5856.186,10863.024,4570.077,9148.029,3432.955,6338.224,9447.873,8787.988
"ENSG00000015520",5,4,1,8,0,5.489,13,2,7.504,30
"ENSG00000015532",476.022,298.509,379.446,561.165,314.912,472.868,278.467,324.121,451.324,345.564
"ENSG00000015568",1344.611,725.709,1074.161,1433.024,601.038,1823.648,220.086,718.189,857.975,1274.757
"ENSG00000015592",7513.999,8238.998,10085,9852,2331.999,9883.999,2519,4231,12274,5416
"ENSG00000015676",3919.999,2729,2829.999,4897.001,3028.998,4241.001,1867.001,3195.999,3732.999,2734.007
"ENSG00000016082",2,1.759,3,0,9,3,2,0,1.853,4
"ENSG00000016391",1067.007,920.556,879.114,1409.293,521.533,1761.908,910.751,1398.776,1240.87,1321.709
"ENSG00000016402",195,200,165,255,104,256,147,180,232,264
"ENSG00000016490",0,0,2,0,0,0,1,0,0,1
"ENSG00000016602",580,459,437,872,266,909,179,957,760,748
"ENSG00000016864",1001.204,675.147,776.998,1177.103,607.002,1083.002,479.062,742.999,998.976,839.999
"ENSG00000017260",4366.999,3033,2957.998,5391.999,2343.999,5121.001,2667,4309,4565.001,4832
"ENSG00000017427",141.66,86.251,50.499,125.277,79.18,165.83,51.452,96.803,173.196,99.902
"ENSG00000017483",660,549.002,869,1134,509,721,351,802.998,605,541.998
"ENSG00000017797",3293.874,2113.662,2261.781,3634.553,1427,3395,2484.526,2953.782,3077.369,3660.277
"ENSG00000018189",7057.957,4305.908,4571.808,7752.682,3789.181,6782.141,2299.886,5736.713,7207.774,6216.679
"ENSG00000018236",7906.022,4457.747,5268.785,8075.205,4489.762,9271.117,2459.569,5964.064,8208.643,6326.595
"ENSG00000018280",4059.395,573.748,567.829,2893.751,279.914,405.472,710.615,612.824,1196.882,806.147
"ENSG00000018408",3164.013,845.568,1048.444,1650.773,537.146,1338.948,848.583,1548.248,1451.991,1784.792
"ENSG00000018510",1859.999,1107,1135,1761,808,1626,662.999,1375.999,1774,1622
"ENSG00000018607",1.489,5,0,7.639,2.39,7.495,1.061,9.155,4.597,9.837
"ENSG00000018610",703.844,439.683,443.275,826.524,299.916,773.407,315.353,568.237,753.223,667.894
"ENSG00000018625",27028.751,24709.498,34814.601,31563.883,21376.884,36315.736,18044.601,20216.326,32952.174,26292.107
"ENSG00000018699",323,171,196,312,147,282,104,232.999,295,232
"ENSG00000018869",126,104,137,198.999,92,184,79,117,168.999,155.001
"ENSG00000019102",37,28,38,74,20,31,44,30,33,71
"ENSG00000019144",13493.552,10159.157,12447.761,18611.399,9553.578,15870.609,4604.331,9716.326,17170.819,10042.921
"ENSG00000019169",530,39,103,215,52,140,365,93,132,72
"ENSG00000019186",5,2,8,19,17,12,5,3,9,9
"ENSG00000019485",571,355,408.999,679.001,352.999,627,430.999,552.002,577,577
"ENSG00000019505",1864.514,807.677,718.606,2214.706,1614.895,1873.156,231.457,1691.555,1602.455,673.645
"ENSG00000019549",49,19,29,38,16,28,22,35,28,43
"ENSG00000019582",17194.781,5908.452,6866.279,23326.313,6917.892,12939.853,7154.115,20318.009,13961.825,8696.756
"ENSG00000019991",252,52,53.999,168,60.999,56,71.999,95.998,104.999,119
"ENSG00000019995",1616.587,1166.945,1287.49,2258.278,906.54,1892.501,1345.676,1612.177,1846.446,2045.525
"ENSG00000020129",6966.327,5086.79,4221.349,10821.771,6779.946,8778.695,1947.002,5063.341,6359.598,3525.074
"ENSG00000020181",644,428,658,672,388,711,904,556,590,731.999
"ENSG00000020219",0,1,1,1,0,1,2,0,0,0
"ENSG00000020256",305.539,193.244,222.889,391.158,203.17,328.91,152.456,267.38,332.278,263.594
"ENSG00000020426",426.001,281.001,253.001,420,187.001,376,193.999,279,352.001,368
"ENSG00000020577",5222.766,2220.148,3246.044,5657.623,1831.051,3873.894,3677.595,4477.502,4360.995,4885.699
"ENSG00000020633",163,66,39,173,45,84,101,72,111,79
"ENSG00000020922",867.378,379.395,524.465,853.298,341.599,840.088,267.94,778.353,947.584,745.185
"ENSG00000021300",31746.998,38993.999,35850,47995,20139,49631.001,32356.999,35672.001,40055,40458
"ENSG00000021355",1708.609,606.796,484.398,1205.163,313.887,716.212,358.75,726.701,866.719,804.366
"ENSG00000021461",22.124,26.014,20.752,29.667,15.574,22.787,21.544,18.752,35.783,39.502
"ENSG00000021488",19.224,11.999,10.016,17.151,9.031,46.131,27,23.266,19.894,39.094
"ENSG00000021574",1186.042,854.109,840.847,1273.032,634.078,1350.153,402,1035.766,1301.817,1215.881
"ENSG00000021645",2592.743,1494.672,1639.007,2996.444,1667.895,2306.181,623.052,2104.719,2469.14,1661.535
"ENSG00000021762",919.999,747.001,832.999,1078.001,598,804,389.998,648.001,791.999,563
"ENSG00000021776",1201.841,722.535,745.175,1218.087,567.742,1251.34,532.5,970.527,1125.066,1110.592
"ENSG00000021826",656.573,750.137,1159.208,1031.767,442.348,1207.058,151.567,567.731,922.35,1006.887
"ENSG00000021852",1,0,0,0,0,0,0,0,0,0
"ENSG00000022267",3950.994,2691.997,2468.996,3921.995,2101,3535.996,1592.993,2441.997,3618.999,3372.999
"ENSG00000022277",3966.999,2979.926,3054.999,4425.001,2242.943,4426.999,2472,3347.999,4239.999,3761.001
"ENSG00000022355",1353.001,865,480.069,2240.999,1172.312,2784.717,266.999,1689.001,2493.999,995.342
"ENSG00000022556",37.741,32.917,33.085,19.872,25.863,62.107,29.888,10.631,17.043,27.688
"ENSG00000022567",489.001,256,274,707,433,518.999,207,400,510,349
"ENSG00000022840",3833.826,2654.06,2799.897,4761.191,2302.95,3887.916,2535.289,3089.669,3922.018,3887.99
"ENSG00000022976",341.915,204.45,289.583,402.48,167.434,378.281,123.004,268.134,374.542,217.985
"ENSG00000023041",969,483,515,955,423,790,379.999,678,680.999,743
"ENSG00000023171",1849.217,1169.639,1391.531,2631.112,1654.73,2203.403,677.665,1699.971,1898.134,1299.781
"ENSG00000023287",2743,1773.999,1799,3371.999,1441,2860.001,1534,2375,2882,3207.001
"ENSG00000023318",1294,634,652,1158,517,997,532,839,1061,1035
"ENSG00000023330",1347,725,701,1754,727,1169,517.999,822,1268,729
"ENSG00000023445",235.724,117.999,98.355,239.169,59.001,216.285,142,179.077,208.078,241.001
"ENSG00000023516",5491.001,3283,3687.017,6205,3312.432,6752.099,1693,5231.969,5649.755,5486.997
"ENSG00000023572",306,135,173,352,184,269,160,222,227,253
"ENSG00000023608",312.191,210.592,213.12,316.589,124.698,296.747,163.428,244.767,329.196,322.639
"ENSG00000023697",677.001,387.999,367,634.001,234,612.001,272,422.001,567,495.999
"ENSG00000023734",3956,2017.999,2184.001,4330.999,2017,3335.999,1618.999,2737,3139.999,2954.999
"ENSG00000023839",24.186,16.222,21.03,32.233,11.357,38.154,42.157,42.039,32,71.731
"ENSG00000023892",472,129,180,354,155.999,273,149,340,255,206
"ENSG00000023902",1319,482.001,568.001,1189,477,905,668.002,851,915,794
"ENSG00000023909",1174.341,436.816,475.521,927.424,435.227,719.1,339.583,608.233,702.848,780.045
"ENSG00000024048",1841.543,988.388,1268.878,2029.55,967.038,1834.541,823.148,1365.337,1914.293,1980.728
"ENSG00000024422",1287.983,526.184,666.06,863.428,379.036,680.199,839.338,717.776,831.55,1022.428
"ENSG00000024526",40.89,3,4,5,6,3,6,10,6,2.085
"ENSG00000024862",753,397,482,1034,478,649,361,610,676.999,678
"ENSG00000025039",1089.012,560,773,1018,431,1170,678,871.017,1028,1318
"ENSG00000025156",502,309,320,506,264,521,232,428,465.995,440
"ENSG00000025293",1737.963,1236.901,1348.085,2052.737,974.152,1938.376,1127.079,1601.405,1974.277,1991.515
"ENSG00000025423",309,314,296,412.999,250.999,571.001,382,349.999,407.999,402.999
"ENSG00000025434",297,245,305.999,517.173,177,313.001,327.998,351,323.998,316
"ENSG00000025708",2208.912,336.534,170.684,1309.359,291.9,263.815,303.805,362.394,533.299,248.09
"ENSG00000025770",1185.192,681.088,789.216,1126.895,665.493,1041.825,462.361,761.009,881.088,749.421
"ENSG00000025772",642,358,412,765,474,498,261,404,414,494
"ENSG00000025796",3847.949,2387.797,2351.861,3662.952,1709.631,3352.936,1533.609,2895.882,3705.178,3349.251
"ENSG00000025800",3193.759,1812.311,2025.403,3441.205,1628.481,2858.224,1734.82,2399.618,2889.601,3006.778
"ENSG00000026025",20857.086,5167.027,5838.996,13405.005,3390.053,4393.034,8307.881,7272.084,6923.403,10914.826
"ENSG00000026036",568.811,250.024,332.628,549.606,282.428,421.315,249.85,359.121,303.508,241.144
"ENSG00000026103",293.998,145.001,103.001,316.001,80.999,158,84.999,137,192,217
"ENSG00000026297",3090.758,1026.764,1700.792,2956.682,1299.001,2859.696,2361.565,3353.461,2505.746,2663.244
"ENSG00000026508",6999.002,1581.001,2326.002,4520.999,1309.001,3294,2210,2703.001,4361.999,4871
"ENSG00000026559",96.287,52.867,89.737,114.445,91.127,132.525,89.036,146.845,74.535,110.054
"ENSG00000026652",5010,4744.001,5385,6807,3135,6252.001,1718.999,4506.999,5822,4642
"ENSG00000026751",26.792,17.649,24.036,29.128,12.163,30.412,17.011,31.443,30.024,41.442
"ENSG00000026950",905.245,422.011,582.224,917.955,447,859.642,343.648,775.935,791.756,594.198
"ENSG00000027001",246,151,155,229,120,233.995,47,201,275,148
"ENSG00000027075",626,455.07,493.395,674.002,295,491.002,577.986,597.852,544.663,717.002
"ENSG00000027644",50,5,169,95,132,13,3,53,2,2
"ENSG00000027697",3050,1842,2585,3275.001,1267,2983,2131,3378,2769,3820
"ENSG00000027847",532,262,344.999,533,292,412,179,357,374,260
"ENSG00000027869",31,25,19,58,8,18,8,11,27.001,15
"ENSG00000028116",726.018,424.464,385.373,629.382,273.356,576.853,171.012,463.52,581.644,515.271
"ENSG00000028137",3109.953,635.922,639.528,1812.012,429.831,648.28,733.74,741.363,1495.495,806.224
"ENSG00000028203",1545.259,899.003,1046.662,1404.916,736.016,1298.473,493.593,1010.097,1377.405,1158.595
"ENSG00000028277",720,287.999,239,729.999,261.001,367.001,413.001,470.001,349.002,539
"ENSG00000028310",1336.39,884.906,1020.903,1495.099,870.201,1189.434,613.56,945.684,1249.211,922.08
"ENSG00000028528",5886.838,3878.967,5001.967,6203.64,3190.52,6136.654,2467.179,4861.853,6189.835,5128.55
"ENSG00000028839",556.999,407,383.044,747,328.001,620.428,353.994,424,530,634.407
"ENSG00000029153",334.288,97.397,105.609,261.493,125.658,139.996,73.357,118.571,196.305,159.932
"ENSG00000029363",5127.009,2658.99,2959.616,4835.985,2360.001,4769.682,2140.999,4177.999,4892.694,4543.983
"ENSG00000029364",1444.002,979.999,915,1598,813.001,1550,631,1152.999,1536.001,1191
"ENSG00000029534",1912.001,751.073,806.999,2796.999,1730,1694.001,303,1515,1279,622.001
"ENSG00000029559",98,5,1,35,8,1,9,8,4,1
"ENSG00000029639",244.014,156.221,144.551,299.759,132,202.009,83.127,191.109,196.415,177.581
"ENSG00000029725",4618,3571.999,3567.96,5908.001,2792,5379.001,2731,4661,5335.976,4794.999
"ENSG00000029993",761,424,433,626.979,303.966,436,199,399,498,436.968
"ENSG00000030066",1072.729,583.242,636.474,1095.228,454.918,1012.487,385.088,913.448,910.197,894.968
"ENSG00000030110",530.914,240.696,301.869,489,223.77,330.935,246.908,275.149,356.287,333.724
"ENSG00000030304",12,6,15,11,13,8,2,2,12,42
"ENSG00000030419",493,407,409,587,217.999,614.001,271,513.001,671,854
"ENSG00000030582",2736.001,1077.999,1228,2501.999,981.001,1701,1902,1799.001,1563,1255
"ENSG00000031003",2071,1005.002,1200,2113.977,1094,2436.001,689.325,2122.001,2034.003,1764.999
"ENSG00000031081",1176.19,767.897,913.001,1292.42,494.385,1097.469,879.017,1037.676,873.99,1130.286
"ENSG00000031691",291,191,248,306,125,301,141,251,319,362
"ENSG00000031698",5429,2720,2942.001,5961,3353,4843.999,2492,4049,4679.001,3428.001
"ENSG00000031823",1601.275,1128.636,1145.219,1990.509,1013.665,1715.675,1132.89,1412.452,1552.419,1342.708
"ENSG00000032219",1852.999,1117,1409.001,1841.001,901.999,1867,858,1519.001,1842.999,1994.998
"ENSG00000032389",720.999,439,433.001,729.999,415.001,570,199.001,442.999,554,400
"ENSG00000032444",3186.999,1977,2204.999,3977.002,1838.999,3677,2915.001,2782.001,2532.998,2546.999
"ENSG00000032742",759.809,498.145,508.834,674.247,349.484,964.959,235.83,597.499,866.559,713.849
"ENSG00000033011",517.397,267.154,340.172,477.023,239.79,363.194,148.739,336.762,345.528,239.514
"ENSG00000033030",598.36,371.452,461.556,898.763,311.878,766.154,459.082,553.859,728.136,963.535
"ENSG00000033050",1513.008,967.947,1017.315,1879.992,908.811,1554.822,836.71,1254.304,1395.32,1201.565
"ENSG00000033100",694,291,337.999,688.001,391.999,521,322.999,444,479,381
"ENSG00000033122",489,395.001,275.001,515.999,234,572.999,78,247,386,355
"ENSG00000033170",2030.43,1755.983,1611.402,2541.355,1088.029,2382.226,897.637,1566.071,2319.098,1987.433
"ENSG00000033178",2022.365,1186.156,1197.225,2261.232,841.369,2078.082,699.431,1550.836,2109.154,1973.969
"ENSG00000033327",5292.001,4095,4253.999,6006,3302.001,5696,3388,4707,5826,4417.999
"ENSG00000033627",7565.66,4507.995,4781.492,8699.579,5102.557,7984.105,3296.714,6081.213,7135.404,5204.204
"ENSG00000033800",1302.001,696,868.001,1458.919,678.001,1311,652.356,1135.76,1243.929,1395.883
"ENSG00000033867",879.999,311,363,721.999,226,467.999,235.999,542,557,622.001
"ENSG00000034053",1524.081,1065.21,318,1597.834,1228.132,1846.984,381.421,238.489,541.153,199.185
"ENSG00000034152",584.001,243.001,228.999,644,190.001,324.999,289.999,296,383,345.001
"ENSG00000034239",75.001,18,111,55,38,105.999,46,61,84.999,155
"ENSG00000034510",14648,4399,5405,10996,4280,4862,6167,6265,5673.963,6314.975
"ENSG00000034533",196,133.001,167,258,113,249,90,187.001,241,184
"ENSG00000034677",2930.002,1552.001,2210.001,2449,1223,2582.001,1344.001,2249,2245.999,2455.999
"ENSG00000034693",391.871,236.024,287.885,418.818,251.107,401.44,74.787,343.594,394.663,271.928
"ENSG00000034713",5375.356,4231.471,4190.055,6636.294,3138.997,6145.937,2946.338,4081.893,5990.149,5271.935
"ENSG00000034971",1,5,1,12,3,4,2,7,2,4
"ENSG00000035115",1012.649,880.522,1029.309,1552.898,695.833,1618.87,692.226,1160.012,1512.514,1544.328
"ENSG00000035141",632.007,305.668,362,750.082,319.582,589.508,260.419,462.276,490.004,403.578
"ENSG00000035403",2294.659,968.799,857.38,1618.33,768.387,1162.319,796.896,1222.66,1496.693,1702.249
"ENSG00000035499",97,56.059,33,94,12,71,47,50,44,137
"ENSG00000035664",592.156,524.097,631.652,808.451,473.867,899.376,244.697,652.324,911.254,551.161
"ENSG00000035681",1017.997,487,575.999,1224,388.998,820.999,396.999,684,847.002,737
"ENSG00000035687",2168,1327.991,1399,2292,1080.942,2497.977,806.943,2532.001,2162.388,2420.985
"ENSG00000035720",2,1,2,0,0,1,0,3,0,1
"ENSG00000035862",9721.609,7075.23,8082.715,12915.376,6616.001,12331.755,4614.816,9065.192,11518.249,8822.937
"ENSG00000035928",2140.774,1457.562,1505.362,2284.351,1136.11,2202.627,820.548,1861.288,2403.354,2046.685
"ENSG00000036054",960.001,637.999,651,1126,518.001,1034.999,518.001,799.999,1037,1150.001
"ENSG00000036257",2320.582,1267.293,1286.501,2627.427,1099.999,2231.821,1129.267,1786.001,2085.374,2059.645
"ENSG00000036448",58.249,93.079,4.17,60.173,41.684,112.887,0,50.456,34.128,63.386
"ENSG00000036473",8,6,6,15,4,11,4,9,9,16
"ENSG00000036530",781.862,811.512,579.452,967.738,633.965,984.351,500.614,525.958,806.416,672.226
"ENSG00000036549",1140.832,723.096,835.632,1325.867,614.754,1312.25,564.987,1092.253,1393.909,1237.247
"ENSG00000036565",50.302,12.013,18.121,33.074,14.037,23.155,16.034,33,27.299,20.14
"ENSG00000036672",572,489,472.001,524,343.001,615,343,425.963,521.999,514.001
"ENSG00000036828",13.73,33.855,8.888,63,16,68.168,6,11,54.759,24
